NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Hour,Weekday
89.0,1318.0,21.4,22.7,0.5722,10,4,15,0
91.0,1296.0,22.1,21.3,0.5605,10,4,16,0
111.0,1426.0,18.3,31.6,0.6562,10,4,18,0
133.0,1551.0,14.8,41.5,0.6929,10,4,20,0
115.0,1487.0,13.2,50.3,0.7577,10,4,21,0
117.0,1545.0,11.8,56.6,0.7833,10,4,23,0
84.0,1326.0,11.2,56.2,0.7469,11,4,0,3
63.0,1304.0,11.0,56.6,0.7418,11,4,1,3
68.0,1310.0,9.3,64.3,0.7531,11,4,2,3
52.0,1286.0,7.8,70.4,0.7463,11,4,4,3
49.0,1306.0,7.7,70.7,0.7463,11,4,5,3
52.0,1298.0,8.2,66.6,0.7283,11,4,7,3
58.0,1343.0,8.7,64.3,0.7267,11,4,8,3
51.0,1320.0,13.0,47.9,0.7116,11,4,9,3
77.0,1386.0,17.4,35.4,0.6990000000000001,11,4,10,3
90.0,1412.0,20.2,29.2,0.6829999999999999,11,4,11,3
118.0,1425.0,22.7,22.9,0.6224,11,4,12,3
35.0,1076.0,22.2,18.9,0.4993,11,4,14,3
46.0,1108.0,22.0,19.0,0.4969,11,4,15,3
58.0,1150.0,21.0,23.6,0.5788,11,4,16,3
80.0,1233.0,17.9,30.8,0.6258,11,4,18,3
93.0,1285.0,16.4,35.3,0.6532,11,4,19,3
78.0,1205.0,15.6,37.5,0.6575,11,4,20,3
76.0,1217.0,15.5,36.7,0.6438,11,4,21,3
81.0,1187.0,14.2,38.2,0.6163,11,4,23,3
58.0,1094.0,13.7,38.3,0.5957,12,4,0,5
59.0,1036.0,14.1,34.0,0.5442,12,4,1,5
54.0,1111.0,14.6,34.0,0.5605,12,4,2,5
57.0,1246.0,13.3,53.6,0.8169,12,4,8,5
78.0,1325.0,13.0,59.6,0.8859999999999999,12,4,10,5
93.0,1384.0,12.7,62.7,0.9173,12,4,11,5
56.0,1229.0,11.2,64.4,0.8537,12,4,13,5
77.0,1325.0,11.4,61.2,0.8236,12,4,15,5
82.0,1301.0,9.9,70.5,0.8581,12,4,16,5
91.0,1324.0,11.0,58.9,0.7714,12,4,18,5
93.0,1369.0,10.6,59.5,0.7595,12,4,19,5
82.0,1292.0,10.6,57.7,0.7362,12,4,20,5
74.0,1233.0,10.6,56.1,0.7149,12,4,21,5
68.0,1234.0,10.3,58.0,0.7239,12,4,22,5
58.0,1219.0,10.7,58.2,0.7459,13,4,0,1
36.0,1176.0,10.5,59.9,0.7624,13,4,1,1
29.0,1182.0,10.5,60.8,0.7704,13,4,2,1
28.0,1171.0,11.1,60.1,0.7925,13,4,4,1
99.0,1531.0,10.0,68.7,0.8456,13,4,6,1
130.0,2011.0,11.0,64.2,0.8398,13,4,7,1
120.0,1641.0,12.8,52.0,0.7643,13,4,9,1
93.0,1426.0,12.6,50.8,0.7387,13,4,10,1
96.0,1471.0,13.8,47.4,0.7435,13,4,11,1
87.0,1439.0,16.3,38.1,0.7006,13,4,13,1
87.0,1537.0,16.6,36.7,0.6867,13,4,14,1
103.0,1527.0,15.8,40.5,0.7241,13,4,15,1
88.0,1462.0,16.3,41.8,0.7712,13,4,16,1
118.0,1791.0,16.1,42.8,0.7783,13,4,17,1
144.0,1995.0,14.7,47.0,0.7815,13,4,19,1
104.0,1586.0,12.3,59.2,0.8461,13,4,22,1
90.0,1463.0,11.6,62.2,0.851,13,4,23,1
73.0,1364.0,10.9,64.6,0.8395,14,4,1,2
57.0,1275.0,10.7,63.8,0.8174,14,4,4,2
71.0,1535.0,10.3,65.6,0.8225,14,4,6,2
94.0,1921.0,10.8,64.0,0.8307,14,4,7,2
99.0,2278.0,13.3,55.6,0.8453,14,4,8,2
119.0,1906.0,15.8,46.8,0.8328,14,4,9,2
103.0,1662.0,19.5,34.4,0.7738,14,4,10,2
127.0,1804.0,15.0,49.3,0.8364,15,4,10,3
135.0,1809.0,17.1,42.1,0.812,15,4,11,3
120.0,1783.0,19.3,35.4,0.7824,15,4,13,3
129.0,1890.0,19.2,35.7,0.7826,15,4,14,3
114.0,1734.0,21.5,30.4,0.7677,15,4,15,3
129.0,1676.0,19.6,34.6,0.7807,15,4,16,3
149.0,2046.0,19.6,35.5,0.8017,15,4,17,3
149.0,2271.0,18.3,44.1,0.9183,15,4,18,3
148.0,2119.0,16.8,49.8,0.9446,15,4,20,3
134.0,1960.0,16.2,53.2,0.9723,15,4,21,3
111.0,1607.0,14.9,59.1,0.9928,15,4,22,3
106.0,1532.0,13.9,64.0,1.013,15,4,23,3
108.0,1547.0,13.7,66.8,1.041,16,4,0,4
93.0,1566.0,13.4,69.6,1.0688,16,4,1,4
83.0,1532.0,12.8,71.9,1.0632,16,4,2,4
69.0,1420.0,11.9,74.8,1.038,16,4,4,4
77.0,1505.0,11.6,76.4,1.0415,16,4,5,4
87.0,1686.0,11.7,75.3,1.0325,16,4,6,4
109.0,2176.0,12.8,71.0,1.0428,16,4,7,4
116.0,1890.0,13.8,61.1,0.9595,16,4,8,4
100.0,1644.0,19.2,42.7,0.9425,16,4,12,4
149.0,2047.0,15.7,62.5,1.1092,16,4,13,4
148.0,2066.0,14.5,75.7,1.2425,16,4,14,4
140.0,1963.0,14.6,74.9,1.2391,16,4,16,4
142.0,2159.0,14.6,76.0,1.2573,16,4,17,4
141.0,2083.0,14.0,76.3,1.2166,16,4,18,4
140.0,2039.0,13.8,78.0,1.2229,16,4,20,4
117.0,1811.0,13.5,79.4,1.2224,16,4,21,4
103.0,1680.0,13.1,80.1,1.2016,16,4,22,4
100.0,1627.0,12.7,80.6,1.1819,17,4,0,5
83.0,1565.0,12.7,81.2,1.1849,17,4,2,5
59.0,1321.0,14.2,52.2,0.8413,23,4,5,4
67.0,1418.0,14.3,55.4,0.9003,23,4,6,4
123.0,2417.0,15.4,53.3,0.9289,23,4,8,4
142.0,2030.0,19.1,42.1,0.9233,23,4,9,4
142.0,1887.0,23.7,31.0,0.8968,23,4,10,4
169.0,1947.0,26.9,25.7,0.8942,23,4,11,4
142.0,1838.0,29.7,20.6,0.8478,23,4,12,4
147.0,1865.0,29.6,20.1,0.8181,23,4,14,4
196.0,1953.0,30.0,19.4,0.81,23,4,15,4
186.0,1985.0,29.5,20.1,0.8136,23,4,16,4
177.0,2228.0,27.0,26.8,0.9403,23,4,17,4
146.0,1975.0,21.5,40.8,1.0333,23,4,20,4
108.0,1687.0,19.2,44.9,0.9875,23,4,22,4
107.0,1659.0,18.8,47.7,1.0221,23,4,23,4
113.0,1729.0,18.2,49.7,1.0284,24,4,0,5
87.0,1597.0,16.3,55.3,1.0178,24,4,2,5
64.0,1483.0,14.0,59.7,0.9499,24,4,6,5
73.0,1639.0,14.6,56.8,0.9385,24,4,7,5
86.0,1838.0,16.7,51.9,0.9788,24,4,8,5
105.0,1874.0,20.0,45.0,1.0390000000000001,24,4,9,5
105.0,1840.0,27.2,32.4,1.1493,24,4,12,5
95.0,1766.0,24.3,41.8,1.2561,24,4,14,5
126.0,1863.0,21.2,50.8,1.2631,24,4,20,5
79.0,1584.0,15.6,73.5,1.2953,24,4,21,5
54.0,1404.0,12.9,79.7,1.1774,24,4,22,5
67.0,1321.0,12.2,66.8,0.9455,25,4,0,6
73.0,1359.0,12.4,64.1,0.9209,25,4,1,6
73.0,1317.0,12.7,58.7,0.8605,25,4,2,6
33.0,1121.0,12.5,51.2,0.7374,25,4,4,6
37.0,1148.0,12.8,49.3,0.7285,25,4,6,6
50.0,1184.0,13.5,48.6,0.7487,25,4,7,6
45.0,1180.0,14.4,45.9,0.7476,25,4,8,6
56.0,1216.0,16.6,38.6,0.7236,25,4,10,6
58.0,1193.0,17.2,35.0,0.6789,25,4,11,6
52.0,1185.0,17.4,33.9,0.6683,25,4,12,6
52.0,1145.0,17.9,30.7,0.6234,25,4,13,6
44.0,1104.0,18.3,27.2,0.5675,25,4,14,6
59.0,1181.0,19.4,25.7,0.5738,25,4,15,6
74.0,1219.0,20.2,24.1,0.563,25,4,16,6
100.0,1550.0,17.8,30.3,0.6129,25,4,19,6
101.0,1419.0,16.6,34.0,0.6353,25,4,20,6
57.0,1283.0,14.1,44.9,0.7206,26,4,0,0
43.0,1220.0,14.2,45.5,0.7333,26,4,1,0
17.0,1091.0,14.1,43.0,0.6890000000000001,26,4,4,0
44.0,1158.0,13.9,43.9,0.6923,26,4,5,0
91.0,1464.0,14.4,43.6,0.7113,26,4,7,0
89.0,1490.0,15.0,41.7,0.7093,26,4,8,0
83.0,1328.0,18.3,32.3,0.6759999999999999,26,4,10,0
78.0,1311.0,18.8,31.7,0.6821,26,4,11,0
80.0,1413.0,19.6,30.9,0.6968,26,4,12,0
77.0,1365.0,19.7,32.5,0.7396,26,4,14,0
77.0,1395.0,20.7,31.6,0.7602,26,4,15,0
81.0,1410.0,20.0,32.7,0.7545,26,4,16,0
101.0,1625.0,18.6,35.4,0.7535,26,4,17,0
109.0,1496.0,17.3,38.8,0.7584,26,4,20,0
101.0,1441.0,17.3,38.8,0.7596,26,4,21,0
89.0,1359.0,16.4,40.8,0.7542,26,4,22,0
75.0,1318.0,16.0,41.4,0.7487,26,4,23,0
51.0,1225.0,15.4,43.0,0.7482,27,4,0,1
39.0,1197.0,15.7,42.5,0.7539,27,4,1,1
32.0,1212.0,15.6,43.4,0.7651,27,4,2,1
49.0,1302.0,14.7,49.9,0.828,27,4,4,1
76.0,1593.0,14.4,53.1,0.8677,27,4,6,1
122.0,2101.0,15.9,48.5,0.8704,27,4,7,1
87.0,1651.0,27.2,22.0,0.7785,27,4,12,1
107.0,1779.0,28.2,20.4,0.7677,27,4,13,1
95.0,1560.0,25.4,24.2,0.7733,27,4,14,1
110.0,1651.0,25.7,23.8,0.7737,27,4,15,1
99.0,1592.0,27.2,22.1,0.7811,27,4,16,1
113.0,1689.0,27.0,22.3,0.7859999999999999,27,4,17,1
127.0,1798.0,24.5,27.8,0.8433,27,4,18,1
131.0,1955.0,23.7,30.2,0.8718,27,4,19,1
137.0,1849.0,21.5,34.5,0.8746,27,4,20,1
100.0,1511.0,18.9,40.6,0.8771,27,4,22,1
108.0,1608.0,17.9,43.5,0.884,27,4,23,1
74.0,1396.0,18.1,44.7,0.9186,28,4,1,2
40.0,1321.0,14.7,56.2,0.9341,28,4,4,2
69.0,1539.0,13.9,60.7,0.9597,28,4,6,2
104.0,2396.0,15.0,58.3,0.9876,28,4,7,2
100.0,2112.0,16.1,54.8,0.996,28,4,8,2
146.0,2155.0,19.3,46.4,1.0248,28,4,9,2
155.0,1903.0,24.2,33.8,1.0097,28,4,10,2
126.0,1969.0,27.7,26.5,0.9693,28,4,14,2
145.0,1890.0,28.4,23.4,0.8935,28,4,15,2
121.0,1750.0,28.4,26.0,0.9922,28,4,16,2
145.0,1878.0,27.3,30.0,1.0752,28,4,17,2
160.0,2226.0,24.3,37.3,1.1199,28,4,18,2
155.0,2252.0,23.1,42.2,1.1746,28,4,19,2
162.0,2117.0,21.8,43.6,1.1226,28,4,20,2
96.0,1575.0,19.6,49.8,1.1221,28,4,22,2
92.0,1662.0,17.9,56.2,1.1420000000000001,28,4,23,2
61.0,1495.0,16.8,59.5,1.1269,29,4,1,3
54.0,1409.0,15.9,60.1,1.0806,29,4,2,3
44.0,1382.0,14.6,63.4,1.0446,29,4,4,3
57.0,1470.0,13.3,67.0,1.0203,29,4,5,3
68.0,1620.0,12.9,66.5,0.9846,29,4,6,3
95.0,2405.0,14.8,61.3,1.0237,29,4,7,3
125.0,2572.0,16.1,56.5,1.0274,29,4,8,3
135.0,1886.0,18.6,47.8,1.0143,29,4,9,3
91.0,1491.0,25.4,25.0,0.7966,29,4,11,3
89.0,1716.0,25.6,25.5,0.8234,29,4,12,3
129.0,2037.0,24.9,29.9,0.9325,29,4,13,3
138.0,2151.0,21.7,44.0,1.1242,29,4,15,3
136.0,2069.0,21.4,44.4,1.1176,29,4,16,3
143.0,2176.0,20.8,45.3,1.1016,29,4,17,3
145.0,2312.0,20.2,48.6,1.1354,29,4,18,3
146.0,2488.0,20.2,50.8,1.1924,29,4,19,3
122.0,2046.0,18.6,57.6,1.2233,29,4,20,3
97.0,1876.0,17.0,70.7,1.3554,29,4,23,3
85.0,1823.0,16.2,76.9,1.4051,30,4,0,4
76.0,1696.0,15.7,78.6,1.3943,30,4,1,4
74.0,1628.0,15.7,78.4,1.3917,30,4,2,4
111.0,2033.0,16.6,68.2,1.2737,30,4,7,4
103.0,2065.0,18.7,57.6,1.2323,30,4,8,4
117.0,1970.0,17.6,65.0,1.2945,30,4,9,4
116.0,1833.0,16.3,73.2,1.3458,30,4,10,4
109.0,1889.0,16.0,78.5,1.4209,30,4,11,4
116.0,1973.0,17.3,72.4,1.4125,30,4,12,4
115.0,2061.0,19.4,60.9,1.3545,30,4,13,4
94.0,1939.0,21.4,50.9,1.2823,30,4,14,4
121.0,1971.0,22.7,45.8,1.2465,30,4,15,4
114.0,2139.0,20.9,60.8,1.4852,30,4,16,4
110.0,2133.0,21.0,54.3,1.3353,30,4,17,4
122.0,2162.0,20.8,54.4,1.3194,30,4,18,4
135.0,2356.0,19.8,58.6,1.3392,30,4,19,4
133.0,2100.0,19.1,61.1,1.3345,30,4,20,4
110.0,1951.0,18.2,65.4,1.3529,30,4,21,4
108.0,1872.0,17.7,66.9,1.3422,30,4,23,4
84.0,1724.0,17.3,68.3,1.3346,1,5,1,0
71.0,1647.0,16.5,70.2,1.3099,1,5,2,0
42.0,1492.0,16.2,69.9,1.2756,1,5,4,0
32.0,1434.0,16.7,67.1,1.2619,1,5,5,0
35.0,1452.0,16.7,66.9,1.2631,1,5,6,0
86.0,1693.0,19.4,54.6,1.2184,1,5,9,0
89.0,1652.0,21.6,46.1,1.1725,1,5,10,0
86.0,1657.0,24.6,36.7,1.1202,1,5,11,0
86.0,1632.0,26.0,31.9,1.0566,1,5,12,0
66.0,1489.0,25.6,31.5,1.0184,1,5,13,0
68.0,1495.0,24.8,34.8,1.0716,1,5,14,0
91.0,1603.0,25.5,33.5,1.0767,1,5,16,0
95.0,1598.0,23.7,37.2,1.0746,1,5,17,0
104.0,1676.0,22.3,38.9,1.0324,1,5,18,0
131.0,1780.0,20.7,42.8,1.0298,1,5,19,0
112.0,1674.0,19.0,51.7,1.1222,1,5,20,0
115.0,1851.0,17.4,57.6,1.1342,1,5,22,0
129.0,1769.0,17.6,58.5,1.1645,1,5,23,0
99.0,1599.0,17.2,59.3,1.1551,2,5,0,3
74.0,1646.0,17.1,60.4,1.1633,2,5,1,3
55.0,1536.0,16.4,62.2,1.1507,2,5,2,3
37.0,1426.0,14.7,65.2,1.0811,2,5,5,3
45.0,1456.0,13.1,70.2,1.0554,2,5,6,3
46.0,1518.0,14.3,66.2,1.0728,2,5,7,3
68.0,1568.0,16.0,61.6,1.1083,2,5,8,3
77.0,1595.0,17.7,56.4,1.1342,2,5,9,3
73.0,1519.0,24.6,31.7,0.9647,2,5,14,3
84.0,1538.0,23.9,34.3,1.002,2,5,15,3
67.0,1443.0,25.9,28.1,0.9258,2,5,16,3
106.0,1637.0,24.5,32.3,0.9815,2,5,17,3
100.0,1691.0,19.4,52.1,1.1642,2,5,21,3
118.0,1607.0,19.4,42.6,0.9485,2,5,22,3
121.0,1548.0,19.1,44.1,0.966,2,5,23,3
52.0,1414.0,17.6,54.6,1.0918,3,5,1,4
57.0,1516.0,15.8,64.3,1.1416,3,5,5,4
80.0,1687.0,16.0,65.8,1.1844,3,5,6,4
101.0,2193.0,16.8,62.5,1.1869,3,5,7,4
109.0,2400.0,16.9,66.1,1.2613,3,5,8,4
111.0,1755.0,21.4,45.0,1.1291,3,5,10,4
96.0,1584.0,26.8,25.2,0.8721,3,5,12,4
90.0,1561.0,28.4,23.6,0.8983,3,5,13,4
69.0,1496.0,30.3,20.1,0.8539,3,5,14,4
102.0,1744.0,30.2,20.5,0.8672,3,5,16,4
128.0,2149.0,26.4,34.6,1.1724,3,5,17,4
130.0,2084.0,24.9,39.4,1.2268,3,5,18,4
120.0,2009.0,23.5,43.7,1.2484,3,5,19,4
100.0,1771.0,18.7,64.6,1.3836,3,5,21,4
70.0,1566.0,19.5,57.1,1.2806,3,5,22,4
81.0,1620.0,18.4,65.8,1.3802,4,5,0,0
69.0,1588.0,16.4,79.2,1.4681,4,5,1,0
28.0,1465.0,15.6,81.0,1.4216,4,5,4,0
47.0,1552.0,15.7,80.5,1.4236,4,5,5,0
88.0,1912.0,16.0,80.8,1.4602,4,5,6,0
113.0,2248.0,16.1,79.2,1.4398,4,5,8,0
104.0,1973.0,17.7,70.8,1.4171,4,5,9,0
65.0,1657.0,20.3,54.8,1.2867,4,5,10,0
99.0,1860.0,21.5,47.9,1.2178,4,5,12,0
100.0,1784.0,21.4,47.7,1.2047,4,5,13,0
105.0,1814.0,20.4,54.0,1.2757,4,5,14,0
59.0,1764.0,19.5,55.7,1.2512,4,5,17,0
125.0,2185.0,17.2,68.3,1.3289,4,5,19,0
132.0,2166.0,16.1,75.2,1.3654,4,5,20,0
61.0,1543.0,17.3,59.5,1.1667,4,5,23,0
41.0,1370.0,18.6,52.3,1.1121,5,5,0,2
22.0,1294.0,19.0,49.8,1.0831,5,5,1,2
28.0,1360.0,15.7,64.5,1.14,5,5,2,2
54.0,1526.0,14.6,77.1,1.2727,5,5,5,2
81.0,1673.0,14.5,78.3,1.2851,5,5,6,2
124.0,2143.0,16.4,72.4,1.3379,5,5,9,2
123.0,1876.0,16.3,68.6,1.2657,5,5,10,2
113.0,1920.0,17.4,61.1,1.206,5,5,12,2
125.0,1945.0,17.5,60.8,1.2029,5,5,15,2
88.0,1740.0,17.5,59.2,1.1725,5,5,16,2
67.0,1661.0,17.5,63.9,1.2667,5,5,19,2
79.0,1733.0,15.9,70.7,1.2672,5,5,20,2
67.0,1438.0,13.9,72.5,1.1502,5,5,22,2
83.0,1518.0,12.0,79.8,1.1175,5,5,23,2
76.0,1468.0,12.5,75.8,1.0938,6,5,0,5
58.0,1416.0,12.0,75.0,1.0499,6,5,1,5
30.0,1310.0,12.6,72.2,1.0503,6,5,2,5
22.0,1294.0,13.1,67.1,1.0079,6,5,4,5
101.0,1984.0,14.7,58.5,0.9688,6,5,7,5
130.0,1836.0,17.9,46.1,0.9388,6,5,9,5
100.0,1624.0,18.5,42.8,0.9026,6,5,11,5
56.0,1450.0,13.0,64.3,0.9586,6,5,12,5
75.0,1581.0,15.1,54.5,0.9309,6,5,13,5
121.0,1831.0,13.6,65.5,1.0184,6,5,14,5
122.0,1728.0,14.4,64.2,1.0490000000000002,6,5,17,5
92.0,1626.0,15.6,58.3,1.0266,6,5,18,5
97.0,1722.0,15.0,61.4,1.0385,6,5,19,5
93.0,1497.0,12.3,66.4,0.9440000000000001,6,5,21,5
65.0,1422.0,15.4,58.8,1.0215,6,5,22,5
81.0,1586.0,14.1,64.9,1.0405,6,5,23,5
91.0,1568.0,13.5,67.8,1.042,7,5,1,0
56.0,1427.0,13.7,69.4,1.0794,7,5,2,0
41.0,1386.0,14.0,67.8,1.0787,7,5,4,0
48.0,1364.0,14.6,61.1,1.0075,7,5,5,0
72.0,1590.0,14.3,60.5,0.9847,7,5,6,0
114.0,1582.0,18.6,42.8,0.9091,7,5,10,0
101.0,1405.0,19.7,33.7,0.7646,7,5,11,0
133.0,1911.0,12.7,70.4,1.0294,7,5,18,0
96.0,1642.0,13.9,62.7,0.9905,7,5,19,0
85.0,1527.0,13.9,62.9,0.9948,7,5,20,0
97.0,1568.0,13.4,64.6,0.9864,7,5,22,0
101.0,1531.0,13.3,63.6,0.9677,7,5,23,0
85.0,1516.0,13.3,61.8,0.9433,8,5,0,3
80.0,1446.0,13.6,59.7,0.9271,8,5,1,3
33.0,1252.0,14.6,53.3,0.8807,8,5,2,3
95.0,1748.0,20.3,44.1,1.0392,10,5,11,1
93.0,1797.0,20.7,42.4,1.0248,10,5,12,1
104.0,1758.0,20.8,40.6,0.9888,10,5,13,1
102.0,1767.0,21.5,39.7,1.0042,10,5,14,1
104.0,1824.0,23.4,32.0,0.91,10,5,17,1
124.0,1961.0,21.0,37.8,0.9298,10,5,18,1
95.0,1621.0,15.8,56.2,1.0033,10,5,22,1
86.0,1521.0,16.0,56.5,1.0166,10,5,23,1
78.0,1518.0,14.2,64.1,1.0346,11,5,0,4
53.0,1362.0,15.0,59.8,1.0142,11,5,1,4
43.0,1317.0,14.3,61.9,1.0031,11,5,2,4
48.0,1405.0,12.0,68.0,0.9547,11,5,5,4
64.0,1606.0,11.3,70.4,0.9443,11,5,6,4
163.0,2032.0,21.9,35.2,0.9128,11,5,10,4
119.0,1891.0,23.5,29.5,0.8435,11,5,11,4
94.0,1728.0,23.8,31.7,0.9212,11,5,13,4
86.0,1643.0,24.2,31.2,0.9257,11,5,14,4
97.0,1675.0,25.7,28.4,0.9248,11,5,16,4
125.0,1923.0,26.3,27.5,0.9306,11,5,17,4
158.0,2345.0,23.1,35.3,0.9845,11,5,19,4
128.0,1941.0,19.2,52.3,1.1516,11,5,21,4
114.0,1840.0,18.1,58.7,1.2072,11,5,22,4
65.0,1511.0,15.6,63.9,1.1287,12,5,2,6
47.0,1403.0,15.6,62.2,1.0961,12,5,4,6
57.0,1517.0,14.0,68.3,1.0884,12,5,5,6
95.0,2163.0,15.5,62.2,1.0875,12,5,7,6
110.0,2667.0,17.0,56.8,1.0909,12,5,8,6
121.0,2281.0,18.8,52.4,1.1285,12,5,9,6
125.0,1964.0,20.9,44.6,1.0872,12,5,11,6
117.0,2138.0,21.9,43.3,1.1265,12,5,12,6
131.0,2413.0,20.4,55.7,1.3205,12,5,13,6
126.0,1894.0,17.4,67.0,1.325,12,5,14,6
114.0,1797.0,17.1,64.0,1.2413,12,5,15,6
116.0,1797.0,17.7,56.3,1.13,12,5,17,6
107.0,1709.0,17.4,48.6,0.9559,12,5,18,6
123.0,1767.0,17.6,43.7,0.8698,12,5,19,6
112.0,1570.0,16.7,47.2,0.892,12,5,20,6
101.0,1452.0,16.8,45.6,0.8636,12,5,21,6
91.0,1425.0,16.1,52.0,0.946,12,5,22,6
96.0,1455.0,16.2,50.2,0.9156,13,5,0,3
47.0,1316.0,16.2,52.8,0.9626,13,5,2,3
85.0,1459.0,15.9,55.3,0.991,13,5,6,3
106.0,1652.0,16.2,55.6,1.0151,13,5,7,3
136.0,1984.0,16.0,59.3,1.0711,13,5,8,3
98.0,1626.0,19.5,45.5,1.0189,13,5,15,3
123.0,1910.0,19.8,44.3,1.0104,13,5,16,3
148.0,2092.0,20.3,43.1,1.0114,13,5,17,3
148.0,2036.0,20.3,44.4,1.0457,13,5,18,3
133.0,2076.0,19.8,47.9,1.092,13,5,19,3
141.0,2102.0,19.1,52.3,1.1486,13,5,20,3
131.0,1891.0,18.2,54.7,1.1336,13,5,21,3
121.0,1733.0,17.8,55.0,1.1097,13,5,22,3
123.0,1946.0,17.5,56.4,1.1175,13,5,23,3
107.0,1873.0,17.3,57.8,1.1298,14,5,0,4
104.0,1690.0,16.8,57.5,1.0912,14,5,1,4
102.0,1524.0,16.0,58.3,1.0481,14,5,5,4
95.0,1617.0,17.2,52.3,1.0169,14,5,6,4
140.0,2105.0,18.5,49.4,1.0397,14,5,7,4
138.0,1713.0,21.0,37.9,0.9313,14,5,9,4
113.0,1618.0,22.8,32.4,0.887,14,5,10,4
114.0,1622.0,27.7,20.8,0.7599,14,5,13,4
110.0,1573.0,27.1,21.6,0.7618,14,5,14,4
103.0,1540.0,28.4,20.2,0.7697,14,5,15,4
119.0,1584.0,28.1,21.9,0.8184,14,5,16,4
144.0,1790.0,25.2,24.3,0.7671,14,5,18,4
148.0,1711.0,23.1,27.2,0.7575,14,5,20,4
119.0,1567.0,22.0,28.6,0.7483,14,5,21,4
111.0,1630.0,20.8,34.5,0.8365,14,5,22,4
115.0,1505.0,20.4,35.3,0.8352,14,5,23,4
71.0,1389.0,17.4,43.4,0.8553,15,5,2,5
58.0,1324.0,14.6,51.4,0.8489,15,5,4,5
44.0,1271.0,15.7,46.9,0.8329,15,5,5,5
49.0,1322.0,15.3,49.7,0.8552,15,5,6,5
68.0,1576.0,16.0,47.4,0.8564,15,5,7,5
117.0,1774.0,20.3,37.4,0.8807,15,5,9,5
127.0,1653.0,23.1,30.3,0.8425,15,5,10,5
93.0,1463.0,25.0,24.2,0.7568,15,5,11,5
94.0,1457.0,25.6,23.5,0.7611,15,5,12,5
87.0,1460.0,25.5,22.6,0.7288,15,5,13,5
81.0,1389.0,28.2,19.4,0.7303,15,5,15,5
97.0,1455.0,26.0,22.7,0.7532,15,5,17,5
117.0,1564.0,23.8,27.1,0.7858,15,5,18,5
120.0,1603.0,23.0,28.7,0.7976,15,5,19,5
149.0,1725.0,21.7,31.8,0.8191,15,5,20,5
124.0,1574.0,20.9,33.2,0.8098,15,5,21,5
97.0,1552.0,20.2,34.3,0.8017,15,5,22,5
95.0,1564.0,18.1,40.9,0.8441,16,5,0,6
88.0,1450.0,17.0,43.3,0.8341,16,5,1,6
43.0,1256.0,15.2,45.5,0.7829999999999999,16,5,4,6
45.0,1235.0,13.5,50.1,0.7706,16,5,5,6
47.0,1256.0,14.2,49.9,0.8025,16,5,6,6
58.0,1353.0,13.8,51.4,0.8059,16,5,7,6
89.0,1458.0,19.2,35.4,0.7812,16,5,9,6
105.0,1473.0,25.5,21.1,0.677,16,5,10,6
92.0,1400.0,28.2,19.0,0.7164,16,5,11,6
82.0,1405.0,29.5,19.8,0.8013,16,5,12,6
56.0,1311.0,30.6,19.4,0.8348,16,5,13,6
60.0,1375.0,29.9,22.0,0.9181,16,5,14,6
64.0,1476.0,31.5,21.9,0.997,16,5,15,6
85.0,1566.0,31.2,24.6,1.0987,16,5,16,6
118.0,1648.0,23.7,39.4,1.1381,16,5,20,6
95.0,1495.0,22.9,37.0,1.0197,16,5,21,6
97.0,1416.0,20.8,36.3,0.8775,16,5,22,6
93.0,1328.0,20.3,28.5,0.6686,16,5,23,6
85.0,1273.0,19.6,26.5,0.5974,17,5,0,0
67.0,1182.0,19.1,25.9,0.5673,17,5,1,0
37.0,1113.0,18.4,27.6,0.5799,17,5,2,0
75.0,1220.0,15.8,36.5,0.6535,17,5,5,0
102.0,1420.0,16.0,38.1,0.6879,17,5,6,0
142.0,1444.0,18.5,31.2,0.6611,17,5,8,0
90.0,1404.0,19.8,28.5,0.652,17,5,9,0
94.0,1393.0,22.3,24.1,0.6394,17,5,10,0
97.0,1470.0,25.1,20.8,0.6516,17,5,12,0
88.0,1423.0,25.8,19.5,0.6392,17,5,13,0
86.0,1387.0,26.3,18.9,0.6344,17,5,14,0
95.0,1425.0,25.7,19.4,0.6304,17,5,16,0
105.0,1552.0,26.7,17.1,0.5909,17,5,17,0
121.0,1644.0,24.3,19.8,0.5933,17,5,18,0
125.0,1735.0,23.5,20.8,0.5937,17,5,19,0
122.0,1545.0,22.0,24.0,0.6263,17,5,20,0
81.0,1350.0,21.1,26.2,0.6481,17,5,21,0
73.0,1398.0,20.9,28.8,0.7014,17,5,22,0
65.0,1323.0,20.0,31.5,0.7262,18,5,0,1
50.0,1264.0,20.0,34.5,0.7954,18,5,2,1
37.0,1361.0,17.0,44.6,0.8593,18,5,5,1
54.0,1487.0,17.1,45.3,0.8784,18,5,6,1
94.0,1970.0,17.1,46.5,0.9009999999999999,18,5,7,1
119.0,1650.0,25.3,27.0,0.8565,18,5,10,1
103.0,1604.0,27.4,22.8,0.8219,18,5,11,1
106.0,1663.0,30.6,20.2,0.8719,18,5,14,1
105.0,1573.0,31.7,19.5,0.8981,18,5,16,1
130.0,1873.0,30.9,20.5,0.8996,18,5,17,1
160.0,1988.0,27.5,24.7,0.8899,18,5,18,1
162.0,2068.0,25.8,27.0,0.8821,18,5,19,1
