NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Year,Hour,Weekday
61.0,1398.0,14.2,58.6,0.9443,07,04,2004,06,6
111.0,1769.0,14.3,58.2,0.9431,07,04,2004,07,6
102.0,1821.0,15.0,52.0,0.8817,07,04,2004,08,6
116.0,1576.0,13.6,61.4,0.9519,07,04,2004,09,6
96.0,1554.0,16.1,53.1,0.9675,07,04,2004,10,6
97.0,1448.0,16.6,44.3,0.8294,07,04,2004,11,6
103.0,1604.0,18.1,42.2,0.8679,07,04,2004,13,6
79.0,1426.0,14.4,51.8,0.8433,07,04,2004,14,6
96.0,1623.0,18.0,37.1,0.7598,07,04,2004,17,6
129.0,1748.0,11.3,71.3,0.9514,07,04,2004,19,6
116.0,1632.0,10.0,74.0,0.9087,07,04,2004,20,6
101.0,1510.0,9.6,76.0,0.9088,07,04,2004,23,6
97.0,1398.0,9.3,75.0,0.8799,08,04,2004,00,2
89.0,1455.0,9.0,76.7,0.8825,08,04,2004,01,2
62.0,1288.0,8.1,72.1,0.7798,08,04,2004,05,2
64.0,1384.0,8.1,70.4,0.7609,08,04,2004,06,2
80.0,1723.0,8.1,70.5,0.7627,08,04,2004,07,2
113.0,1620.0,16.5,42.6,0.7912,08,04,2004,10,2
125.0,1609.0,20.4,26.7,0.6323,08,04,2004,13,2
128.0,1551.0,20.6,22.6,0.5432,08,04,2004,14,2
101.0,1552.0,20.6,24.8,0.5931,08,04,2004,15,2
95.0,1454.0,21.0,25.4,0.6264,08,04,2004,16,2
138.0,1798.0,21.5,24.5,0.6203,08,04,2004,17,2
154.0,1972.0,19.3,28.6,0.6357,08,04,2004,18,2
171.0,2167.0,18.0,32.9,0.6737,08,04,2004,19,2
136.0,1699.0,15.8,39.8,0.7096,08,04,2004,20,2
99.0,1411.0,14.1,46.0,0.7363,08,04,2004,22,2
95.0,1560.0,12.0,67.9,0.9523,09,04,2004,23,5
79.0,1449.0,12.0,66.9,0.9336,10,04,2004,00,0
78.0,1533.0,11.5,70.1,0.9503,10,04,2004,01,0
75.0,1507.0,11.4,69.8,0.939,10,04,2004,02,0
52.0,1386.0,10.8,70.3,0.9092,10,04,2004,04,0
55.0,1435.0,10.2,73.4,0.9129,10,04,2004,05,0
76.0,1663.0,12.4,64.0,0.9206,10,04,2004,08,0
84.0,1588.0,15.0,53.1,0.8993,10,04,2004,09,0
90.0,1542.0,16.6,44.4,0.8313,10,04,2004,10,0
89.0,1481.0,18.0,38.4,0.7862,10,04,2004,11,0
87.0,1457.0,20.6,30.0,0.7213,10,04,2004,12,0
88.0,1336.0,19.9,26.7,0.6137,10,04,2004,13,0
81.0,1238.0,19.8,23.1,0.5283,10,04,2004,14,0
89.0,1318.0,21.4,22.7,0.5722,10,04,2004,15,0
91.0,1296.0,22.1,21.3,0.5605,10,04,2004,16,0
111.0,1426.0,18.3,31.6,0.6562,10,04,2004,18,0
133.0,1551.0,14.8,41.5,0.6929,10,04,2004,20,0
115.0,1487.0,13.2,50.3,0.7577,10,04,2004,21,0
117.0,1545.0,11.8,56.6,0.7833,10,04,2004,23,0
84.0,1326.0,11.2,56.2,0.7469,11,04,2004,00,3
63.0,1304.0,11.0,56.6,0.7418,11,04,2004,01,3
68.0,1310.0,9.3,64.3,0.7531,11,04,2004,02,3
52.0,1286.0,7.8,70.4,0.7463,11,04,2004,04,3
49.0,1306.0,7.7,70.7,0.7463,11,04,2004,05,3
52.0,1298.0,8.2,66.6,0.7283,11,04,2004,07,3
58.0,1343.0,8.7,64.3,0.7267,11,04,2004,08,3
51.0,1320.0,13.0,47.9,0.7116,11,04,2004,09,3
77.0,1386.0,17.4,35.4,0.699,11,04,2004,10,3
90.0,1412.0,20.2,29.2,0.683,11,04,2004,11,3
118.0,1425.0,22.7,22.9,0.6224,11,04,2004,12,3
35.0,1076.0,22.2,18.9,0.4993,11,04,2004,14,3
46.0,1108.0,22.0,19.0,0.4969,11,04,2004,15,3
58.0,1150.0,21.0,23.6,0.5788,11,04,2004,16,3
80.0,1233.0,17.9,30.8,0.6258,11,04,2004,18,3
93.0,1285.0,16.4,35.3,0.6532,11,04,2004,19,3
78.0,1205.0,15.6,37.5,0.6575,11,04,2004,20,3
76.0,1217.0,15.5,36.7,0.6438,11,04,2004,21,3
81.0,1187.0,14.2,38.2,0.6163,11,04,2004,23,3
58.0,1094.0,13.7,38.3,0.5957,12,04,2004,00,5
59.0,1036.0,14.1,34.0,0.5442,12,04,2004,01,5
54.0,1111.0,14.6,34.0,0.5605,12,04,2004,02,5
57.0,1246.0,13.3,53.6,0.8169,12,04,2004,08,5
78.0,1325.0,13.0,59.6,0.886,12,04,2004,10,5
93.0,1384.0,12.7,62.7,0.9173,12,04,2004,11,5
56.0,1229.0,11.2,64.4,0.8537,12,04,2004,13,5
77.0,1325.0,11.4,61.2,0.8236,12,04,2004,15,5
82.0,1301.0,9.9,70.5,0.8581,12,04,2004,16,5
91.0,1324.0,11.0,58.9,0.7714,12,04,2004,18,5
93.0,1369.0,10.6,59.5,0.7595,12,04,2004,19,5
82.0,1292.0,10.6,57.7,0.7362,12,04,2004,20,5
74.0,1233.0,10.6,56.1,0.7149,12,04,2004,21,5
68.0,1234.0,10.3,58.0,0.7239,12,04,2004,22,5
58.0,1219.0,10.7,58.2,0.7459,13,04,2004,00,1
36.0,1176.0,10.5,59.9,0.7624,13,04,2004,01,1
29.0,1182.0,10.5,60.8,0.7704,13,04,2004,02,1
28.0,1171.0,11.1,60.1,0.7925,13,04,2004,04,1
99.0,1531.0,10.0,68.7,0.8456,13,04,2004,06,1
130.0,2011.0,11.0,64.2,0.8398,13,04,2004,07,1
120.0,1641.0,12.8,52.0,0.7643,13,04,2004,09,1
93.0,1426.0,12.6,50.8,0.7387,13,04,2004,10,1
96.0,1471.0,13.8,47.4,0.7435,13,04,2004,11,1
87.0,1439.0,16.3,38.1,0.7006,13,04,2004,13,1
87.0,1537.0,16.6,36.7,0.6867,13,04,2004,14,1
103.0,1527.0,15.8,40.5,0.7241,13,04,2004,15,1
88.0,1462.0,16.3,41.8,0.7712,13,04,2004,16,1
118.0,1791.0,16.1,42.8,0.7783,13,04,2004,17,1
144.0,1995.0,14.7,47.0,0.7815,13,04,2004,19,1
104.0,1586.0,12.3,59.2,0.8461,13,04,2004,22,1
90.0,1463.0,11.6,62.2,0.851,13,04,2004,23,1
73.0,1364.0,10.9,64.6,0.8395,14,04,2004,01,2
57.0,1275.0,10.7,63.8,0.8174,14,04,2004,04,2
71.0,1535.0,10.3,65.6,0.8225,14,04,2004,06,2
94.0,1921.0,10.8,64.0,0.8307,14,04,2004,07,2
99.0,2278.0,13.3,55.6,0.8453,14,04,2004,08,2
119.0,1906.0,15.8,46.8,0.8328,14,04,2004,09,2
103.0,1662.0,19.5,34.4,0.7738,14,04,2004,10,2
127.0,1804.0,15.0,49.3,0.8364,15,04,2004,10,3
135.0,1809.0,17.1,42.1,0.812,15,04,2004,11,3
120.0,1783.0,19.3,35.4,0.7824,15,04,2004,13,3
129.0,1890.0,19.2,35.7,0.7826,15,04,2004,14,3
114.0,1734.0,21.5,30.4,0.7677,15,04,2004,15,3
129.0,1676.0,19.6,34.6,0.7807,15,04,2004,16,3
149.0,2046.0,19.6,35.5,0.8017,15,04,2004,17,3
149.0,2271.0,18.3,44.1,0.9183,15,04,2004,18,3
148.0,2119.0,16.8,49.8,0.9446,15,04,2004,20,3
134.0,1960.0,16.2,53.2,0.9723,15,04,2004,21,3
111.0,1607.0,14.9,59.1,0.9928,15,04,2004,22,3
106.0,1532.0,13.9,64.0,1.013,15,04,2004,23,3
108.0,1547.0,13.7,66.8,1.041,16,04,2004,00,4
93.0,1566.0,13.4,69.6,1.0688,16,04,2004,01,4
83.0,1532.0,12.8,71.9,1.0632,16,04,2004,02,4
69.0,1420.0,11.9,74.8,1.038,16,04,2004,04,4
77.0,1505.0,11.6,76.4,1.0415,16,04,2004,05,4
87.0,1686.0,11.7,75.3,1.0325,16,04,2004,06,4
109.0,2176.0,12.8,71.0,1.0428,16,04,2004,07,4
116.0,1890.0,13.8,61.1,0.9595,16,04,2004,08,4
100.0,1644.0,19.2,42.7,0.9425,16,04,2004,12,4
149.0,2047.0,15.7,62.5,1.1092,16,04,2004,13,4
148.0,2066.0,14.5,75.7,1.2425,16,04,2004,14,4
140.0,1963.0,14.6,74.9,1.2391,16,04,2004,16,4
142.0,2159.0,14.6,76.0,1.2573,16,04,2004,17,4
141.0,2083.0,14.0,76.3,1.2166,16,04,2004,18,4
140.0,2039.0,13.8,78.0,1.2229,16,04,2004,20,4
117.0,1811.0,13.5,79.4,1.2224,16,04,2004,21,4
103.0,1680.0,13.1,80.1,1.2016,16,04,2004,22,4
100.0,1627.0,12.7,80.6,1.1819,17,04,2004,00,5
83.0,1565.0,12.7,81.2,1.1849,17,04,2004,02,5
59.0,1321.0,14.2,52.2,0.8413,23,04,2004,05,4
67.0,1418.0,14.3,55.4,0.9003,23,04,2004,06,4
123.0,2417.0,15.4,53.3,0.9289,23,04,2004,08,4
142.0,2030.0,19.1,42.1,0.9233,23,04,2004,09,4
142.0,1887.0,23.7,31.0,0.8968,23,04,2004,10,4
169.0,1947.0,26.9,25.7,0.8942,23,04,2004,11,4
142.0,1838.0,29.7,20.6,0.8478,23,04,2004,12,4
147.0,1865.0,29.6,20.1,0.8181,23,04,2004,14,4
196.0,1953.0,30.0,19.4,0.81,23,04,2004,15,4
186.0,1985.0,29.5,20.1,0.8136,23,04,2004,16,4
177.0,2228.0,27.0,26.8,0.9403,23,04,2004,17,4
146.0,1975.0,21.5,40.8,1.0333,23,04,2004,20,4
108.0,1687.0,19.2,44.9,0.9875,23,04,2004,22,4
107.0,1659.0,18.8,47.7,1.0221,23,04,2004,23,4
113.0,1729.0,18.2,49.7,1.0284,24,04,2004,00,5
87.0,1597.0,16.3,55.3,1.0178,24,04,2004,02,5
64.0,1483.0,14.0,59.7,0.9499,24,04,2004,06,5
73.0,1639.0,14.6,56.8,0.9385,24,04,2004,07,5
86.0,1838.0,16.7,51.9,0.9788,24,04,2004,08,5
105.0,1874.0,20.0,45.0,1.039,24,04,2004,09,5
105.0,1840.0,27.2,32.4,1.1493,24,04,2004,12,5
95.0,1766.0,24.3,41.8,1.2561,24,04,2004,14,5
126.0,1863.0,21.2,50.8,1.2631,24,04,2004,20,5
79.0,1584.0,15.6,73.5,1.2953,24,04,2004,21,5
54.0,1404.0,12.9,79.7,1.1774,24,04,2004,22,5
67.0,1321.0,12.2,66.8,0.9455,25,04,2004,00,6
73.0,1359.0,12.4,64.1,0.9209,25,04,2004,01,6
73.0,1317.0,12.7,58.7,0.8605,25,04,2004,02,6
33.0,1121.0,12.5,51.2,0.7374,25,04,2004,04,6
37.0,1148.0,12.8,49.3,0.7285,25,04,2004,06,6
50.0,1184.0,13.5,48.6,0.7487,25,04,2004,07,6
45.0,1180.0,14.4,45.9,0.7476,25,04,2004,08,6
56.0,1216.0,16.6,38.6,0.7236,25,04,2004,10,6
58.0,1193.0,17.2,35.0,0.6789,25,04,2004,11,6
52.0,1185.0,17.4,33.9,0.6683,25,04,2004,12,6
52.0,1145.0,17.9,30.7,0.6234,25,04,2004,13,6
44.0,1104.0,18.3,27.2,0.5675,25,04,2004,14,6
59.0,1181.0,19.4,25.7,0.5738,25,04,2004,15,6
74.0,1219.0,20.2,24.1,0.563,25,04,2004,16,6
100.0,1550.0,17.8,30.3,0.6129,25,04,2004,19,6
101.0,1419.0,16.6,34.0,0.6353,25,04,2004,20,6
57.0,1283.0,14.1,44.9,0.7206,26,04,2004,00,0
43.0,1220.0,14.2,45.5,0.7333,26,04,2004,01,0
17.0,1091.0,14.1,43.0,0.689,26,04,2004,04,0
44.0,1158.0,13.9,43.9,0.6923,26,04,2004,05,0
91.0,1464.0,14.4,43.6,0.7113,26,04,2004,07,0
89.0,1490.0,15.0,41.7,0.7093,26,04,2004,08,0
83.0,1328.0,18.3,32.3,0.676,26,04,2004,10,0
78.0,1311.0,18.8,31.7,0.6821,26,04,2004,11,0
80.0,1413.0,19.6,30.9,0.6968,26,04,2004,12,0
77.0,1365.0,19.7,32.5,0.7396,26,04,2004,14,0
77.0,1395.0,20.7,31.6,0.7602,26,04,2004,15,0
81.0,1410.0,20.0,32.7,0.7545,26,04,2004,16,0
101.0,1625.0,18.6,35.4,0.7535,26,04,2004,17,0
109.0,1496.0,17.3,38.8,0.7584,26,04,2004,20,0
101.0,1441.0,17.3,38.8,0.7596,26,04,2004,21,0
89.0,1359.0,16.4,40.8,0.7542,26,04,2004,22,0
75.0,1318.0,16.0,41.4,0.7487,26,04,2004,23,0
51.0,1225.0,15.4,43.0,0.7482,27,04,2004,00,1
39.0,1197.0,15.7,42.5,0.7539,27,04,2004,01,1
32.0,1212.0,15.6,43.4,0.7651,27,04,2004,02,1
49.0,1302.0,14.7,49.9,0.828,27,04,2004,04,1
76.0,1593.0,14.4,53.1,0.8677,27,04,2004,06,1
122.0,2101.0,15.9,48.5,0.8704,27,04,2004,07,1
87.0,1651.0,27.2,22.0,0.7785,27,04,2004,12,1
107.0,1779.0,28.2,20.4,0.7677,27,04,2004,13,1
95.0,1560.0,25.4,24.2,0.7733,27,04,2004,14,1
110.0,1651.0,25.7,23.8,0.7737,27,04,2004,15,1
99.0,1592.0,27.2,22.1,0.7811,27,04,2004,16,1
113.0,1689.0,27.0,22.3,0.786,27,04,2004,17,1
127.0,1798.0,24.5,27.8,0.8433,27,04,2004,18,1
131.0,1955.0,23.7,30.2,0.8718,27,04,2004,19,1
137.0,1849.0,21.5,34.5,0.8746,27,04,2004,20,1
100.0,1511.0,18.9,40.6,0.8771,27,04,2004,22,1
108.0,1608.0,17.9,43.5,0.884,27,04,2004,23,1
74.0,1396.0,18.1,44.7,0.9186,28,04,2004,01,2
40.0,1321.0,14.7,56.2,0.9341,28,04,2004,04,2
69.0,1539.0,13.9,60.7,0.9597,28,04,2004,06,2
104.0,2396.0,15.0,58.3,0.9876,28,04,2004,07,2
100.0,2112.0,16.1,54.8,0.996,28,04,2004,08,2
146.0,2155.0,19.3,46.4,1.0248,28,04,2004,09,2
155.0,1903.0,24.2,33.8,1.0097,28,04,2004,10,2
126.0,1969.0,27.7,26.5,0.9693,28,04,2004,14,2
145.0,1890.0,28.4,23.4,0.8935,28,04,2004,15,2
121.0,1750.0,28.4,26.0,0.9922,28,04,2004,16,2
145.0,1878.0,27.3,30.0,1.0752,28,04,2004,17,2
160.0,2226.0,24.3,37.3,1.1199,28,04,2004,18,2
155.0,2252.0,23.1,42.2,1.1746,28,04,2004,19,2
162.0,2117.0,21.8,43.6,1.1226,28,04,2004,20,2
96.0,1575.0,19.6,49.8,1.1221,28,04,2004,22,2
92.0,1662.0,17.9,56.2,1.142,28,04,2004,23,2
61.0,1495.0,16.8,59.5,1.1269,29,04,2004,01,3
54.0,1409.0,15.9,60.1,1.0806,29,04,2004,02,3
44.0,1382.0,14.6,63.4,1.0446,29,04,2004,04,3
57.0,1470.0,13.3,67.0,1.0203,29,04,2004,05,3
68.0,1620.0,12.9,66.5,0.9846,29,04,2004,06,3
95.0,2405.0,14.8,61.3,1.0237,29,04,2004,07,3
125.0,2572.0,16.1,56.5,1.0274,29,04,2004,08,3
135.0,1886.0,18.6,47.8,1.0143,29,04,2004,09,3
91.0,1491.0,25.4,25.0,0.7966,29,04,2004,11,3
89.0,1716.0,25.6,25.5,0.8234,29,04,2004,12,3
129.0,2037.0,24.9,29.9,0.9325,29,04,2004,13,3
138.0,2151.0,21.7,44.0,1.1242,29,04,2004,15,3
136.0,2069.0,21.4,44.4,1.1176,29,04,2004,16,3
143.0,2176.0,20.8,45.3,1.1016,29,04,2004,17,3
145.0,2312.0,20.2,48.6,1.1354,29,04,2004,18,3
146.0,2488.0,20.2,50.8,1.1924,29,04,2004,19,3
122.0,2046.0,18.6,57.6,1.2233,29,04,2004,20,3
97.0,1876.0,17.0,70.7,1.3554,29,04,2004,23,3
85.0,1823.0,16.2,76.9,1.4051,30,04,2004,00,4
76.0,1696.0,15.7,78.6,1.3943,30,04,2004,01,4
74.0,1628.0,15.7,78.4,1.3917,30,04,2004,02,4
111.0,2033.0,16.6,68.2,1.2737,30,04,2004,07,4
103.0,2065.0,18.7,57.6,1.2323,30,04,2004,08,4
117.0,1970.0,17.6,65.0,1.2945,30,04,2004,09,4
116.0,1833.0,16.3,73.2,1.3458,30,04,2004,10,4
109.0,1889.0,16.0,78.5,1.4209,30,04,2004,11,4
116.0,1973.0,17.3,72.4,1.4125,30,04,2004,12,4
115.0,2061.0,19.4,60.9,1.3545,30,04,2004,13,4
94.0,1939.0,21.4,50.9,1.2823,30,04,2004,14,4
121.0,1971.0,22.7,45.8,1.2465,30,04,2004,15,4
114.0,2139.0,20.9,60.8,1.4852,30,04,2004,16,4
110.0,2133.0,21.0,54.3,1.3353,30,04,2004,17,4
122.0,2162.0,20.8,54.4,1.3194,30,04,2004,18,4
135.0,2356.0,19.8,58.6,1.3392,30,04,2004,19,4
133.0,2100.0,19.1,61.1,1.3345,30,04,2004,20,4
110.0,1951.0,18.2,65.4,1.3529,30,04,2004,21,4
108.0,1872.0,17.7,66.9,1.3422,30,04,2004,23,4
84.0,1724.0,17.3,68.3,1.3346,01,05,2004,01,0
71.0,1647.0,16.5,70.2,1.3099,01,05,2004,02,0
42.0,1492.0,16.2,69.9,1.2756,01,05,2004,04,0
32.0,1434.0,16.7,67.1,1.2619,01,05,2004,05,0
35.0,1452.0,16.7,66.9,1.2631,01,05,2004,06,0
86.0,1693.0,19.4,54.6,1.2184,01,05,2004,09,0
89.0,1652.0,21.6,46.1,1.1725,01,05,2004,10,0
86.0,1657.0,24.6,36.7,1.1202,01,05,2004,11,0
86.0,1632.0,26.0,31.9,1.0566,01,05,2004,12,0
66.0,1489.0,25.6,31.5,1.0184,01,05,2004,13,0
68.0,1495.0,24.8,34.8,1.0716,01,05,2004,14,0
91.0,1603.0,25.5,33.5,1.0767,01,05,2004,16,0
95.0,1598.0,23.7,37.2,1.0746,01,05,2004,17,0
104.0,1676.0,22.3,38.9,1.0324,01,05,2004,18,0
131.0,1780.0,20.7,42.8,1.0298,01,05,2004,19,0
112.0,1674.0,19.0,51.7,1.1222,01,05,2004,20,0
115.0,1851.0,17.4,57.6,1.1342,01,05,2004,22,0
129.0,1769.0,17.6,58.5,1.1645,01,05,2004,23,0
99.0,1599.0,17.2,59.3,1.1551,02,05,2004,00,3
74.0,1646.0,17.1,60.4,1.1633,02,05,2004,01,3
55.0,1536.0,16.4,62.2,1.1507,02,05,2004,02,3
37.0,1426.0,14.7,65.2,1.0811,02,05,2004,05,3
45.0,1456.0,13.1,70.2,1.0554,02,05,2004,06,3
46.0,1518.0,14.3,66.2,1.0728,02,05,2004,07,3
68.0,1568.0,16.0,61.6,1.1083,02,05,2004,08,3
77.0,1595.0,17.7,56.4,1.1342,02,05,2004,09,3
73.0,1519.0,24.6,31.7,0.9647,02,05,2004,14,3
84.0,1538.0,23.9,34.3,1.002,02,05,2004,15,3
67.0,1443.0,25.9,28.1,0.9258,02,05,2004,16,3
106.0,1637.0,24.5,32.3,0.9815,02,05,2004,17,3
100.0,1691.0,19.4,52.1,1.1642,02,05,2004,21,3
118.0,1607.0,19.4,42.6,0.9485,02,05,2004,22,3
121.0,1548.0,19.1,44.1,0.966,02,05,2004,23,3
52.0,1414.0,17.6,54.6,1.0918,03,05,2004,01,4
57.0,1516.0,15.8,64.3,1.1416,03,05,2004,05,4
80.0,1687.0,16.0,65.8,1.1844,03,05,2004,06,4
101.0,2193.0,16.8,62.5,1.1869,03,05,2004,07,4
109.0,2400.0,16.9,66.1,1.2613,03,05,2004,08,4
111.0,1755.0,21.4,45.0,1.1291,03,05,2004,10,4
96.0,1584.0,26.8,25.2,0.8721,03,05,2004,12,4
90.0,1561.0,28.4,23.6,0.8983,03,05,2004,13,4
69.0,1496.0,30.3,20.1,0.8539,03,05,2004,14,4
102.0,1744.0,30.2,20.5,0.8672,03,05,2004,16,4
128.0,2149.0,26.4,34.6,1.1724,03,05,2004,17,4
130.0,2084.0,24.9,39.4,1.2268,03,05,2004,18,4
120.0,2009.0,23.5,43.7,1.2484,03,05,2004,19,4
100.0,1771.0,18.7,64.6,1.3836,03,05,2004,21,4
70.0,1566.0,19.5,57.1,1.2806,03,05,2004,22,4
81.0,1620.0,18.4,65.8,1.3802,04,05,2004,00,0
69.0,1588.0,16.4,79.2,1.4681,04,05,2004,01,0
28.0,1465.0,15.6,81.0,1.4216,04,05,2004,04,0
47.0,1552.0,15.7,80.5,1.4236,04,05,2004,05,0
88.0,1912.0,16.0,80.8,1.4602,04,05,2004,06,0
113.0,2248.0,16.1,79.2,1.4398,04,05,2004,08,0
104.0,1973.0,17.7,70.8,1.4171,04,05,2004,09,0
65.0,1657.0,20.3,54.8,1.2867,04,05,2004,10,0
99.0,1860.0,21.5,47.9,1.2178,04,05,2004,12,0
100.0,1784.0,21.4,47.7,1.2047,04,05,2004,13,0
105.0,1814.0,20.4,54.0,1.2757,04,05,2004,14,0
59.0,1764.0,19.5,55.7,1.2512,04,05,2004,17,0
125.0,2185.0,17.2,68.3,1.3289,04,05,2004,19,0
132.0,2166.0,16.1,75.2,1.3654,04,05,2004,20,0
61.0,1543.0,17.3,59.5,1.1667,04,05,2004,23,0
41.0,1370.0,18.6,52.3,1.1121,05,05,2004,00,2
22.0,1294.0,19.0,49.8,1.0831,05,05,2004,01,2
28.0,1360.0,15.7,64.5,1.14,05,05,2004,02,2
54.0,1526.0,14.6,77.1,1.2727,05,05,2004,05,2
81.0,1673.0,14.5,78.3,1.2851,05,05,2004,06,2
124.0,2143.0,16.4,72.4,1.3379,05,05,2004,09,2
123.0,1876.0,16.3,68.6,1.2657,05,05,2004,10,2
113.0,1920.0,17.4,61.1,1.206,05,05,2004,12,2
125.0,1945.0,17.5,60.8,1.2029,05,05,2004,15,2
88.0,1740.0,17.5,59.2,1.1725,05,05,2004,16,2
67.0,1661.0,17.5,63.9,1.2667,05,05,2004,19,2
79.0,1733.0,15.9,70.7,1.2672,05,05,2004,20,2
67.0,1438.0,13.9,72.5,1.1502,05,05,2004,22,2
83.0,1518.0,12.0,79.8,1.1175,05,05,2004,23,2
76.0,1468.0,12.5,75.8,1.0938,06,05,2004,00,5
58.0,1416.0,12.0,75.0,1.0499,06,05,2004,01,5
30.0,1310.0,12.6,72.2,1.0503,06,05,2004,02,5
22.0,1294.0,13.1,67.1,1.0079,06,05,2004,04,5
101.0,1984.0,14.7,58.5,0.9688,06,05,2004,07,5
130.0,1836.0,17.9,46.1,0.9388,06,05,2004,09,5
100.0,1624.0,18.5,42.8,0.9026,06,05,2004,11,5
56.0,1450.0,13.0,64.3,0.9586,06,05,2004,12,5
75.0,1581.0,15.1,54.5,0.9309,06,05,2004,13,5
121.0,1831.0,13.6,65.5,1.0184,06,05,2004,14,5
122.0,1728.0,14.4,64.2,1.049,06,05,2004,17,5
92.0,1626.0,15.6,58.3,1.0266,06,05,2004,18,5
97.0,1722.0,15.0,61.4,1.0385,06,05,2004,19,5
93.0,1497.0,12.3,66.4,0.944,06,05,2004,21,5
65.0,1422.0,15.4,58.8,1.0215,06,05,2004,22,5
81.0,1586.0,14.1,64.9,1.0405,06,05,2004,23,5
91.0,1568.0,13.5,67.8,1.042,07,05,2004,01,0
56.0,1427.0,13.7,69.4,1.0794,07,05,2004,02,0
41.0,1386.0,14.0,67.8,1.0787,07,05,2004,04,0
48.0,1364.0,14.6,61.1,1.0075,07,05,2004,05,0
72.0,1590.0,14.3,60.5,0.9847,07,05,2004,06,0
114.0,1582.0,18.6,42.8,0.9091,07,05,2004,10,0
101.0,1405.0,19.7,33.7,0.7646,07,05,2004,11,0
133.0,1911.0,12.7,70.4,1.0294,07,05,2004,18,0
96.0,1642.0,13.9,62.7,0.9905,07,05,2004,19,0
85.0,1527.0,13.9,62.9,0.9948,07,05,2004,20,0
97.0,1568.0,13.4,64.6,0.9864,07,05,2004,22,0
101.0,1531.0,13.3,63.6,0.9677,07,05,2004,23,0
85.0,1516.0,13.3,61.8,0.9433,08,05,2004,00,3
80.0,1446.0,13.6,59.7,0.9271,08,05,2004,01,3
33.0,1252.0,14.6,53.3,0.8807,08,05,2004,02,3
95.0,1748.0,20.3,44.1,1.0392,10,05,2004,11,1
93.0,1797.0,20.7,42.4,1.0248,10,05,2004,12,1
104.0,1758.0,20.8,40.6,0.9888,10,05,2004,13,1
102.0,1767.0,21.5,39.7,1.0042,10,05,2004,14,1
104.0,1824.0,23.4,32.0,0.91,10,05,2004,17,1
124.0,1961.0,21.0,37.8,0.9298,10,05,2004,18,1
95.0,1621.0,15.8,56.2,1.0033,10,05,2004,22,1
86.0,1521.0,16.0,56.5,1.0166,10,05,2004,23,1
78.0,1518.0,14.2,64.1,1.0346,11,05,2004,00,4
53.0,1362.0,15.0,59.8,1.0142,11,05,2004,01,4
43.0,1317.0,14.3,61.9,1.0031,11,05,2004,02,4
48.0,1405.0,12.0,68.0,0.9547,11,05,2004,05,4
64.0,1606.0,11.3,70.4,0.9443,11,05,2004,06,4
163.0,2032.0,21.9,35.2,0.9128,11,05,2004,10,4
119.0,1891.0,23.5,29.5,0.8435,11,05,2004,11,4
94.0,1728.0,23.8,31.7,0.9212,11,05,2004,13,4
86.0,1643.0,24.2,31.2,0.9257,11,05,2004,14,4
97.0,1675.0,25.7,28.4,0.9248,11,05,2004,16,4
125.0,1923.0,26.3,27.5,0.9306,11,05,2004,17,4
158.0,2345.0,23.1,35.3,0.9845,11,05,2004,19,4
128.0,1941.0,19.2,52.3,1.1516,11,05,2004,21,4
114.0,1840.0,18.1,58.7,1.2072,11,05,2004,22,4
65.0,1511.0,15.6,63.9,1.1287,12,05,2004,02,6
47.0,1403.0,15.6,62.2,1.0961,12,05,2004,04,6
57.0,1517.0,14.0,68.3,1.0884,12,05,2004,05,6
95.0,2163.0,15.5,62.2,1.0875,12,05,2004,07,6
110.0,2667.0,17.0,56.8,1.0909,12,05,2004,08,6
121.0,2281.0,18.8,52.4,1.1285,12,05,2004,09,6
125.0,1964.0,20.9,44.6,1.0872,12,05,2004,11,6
117.0,2138.0,21.9,43.3,1.1265,12,05,2004,12,6
131.0,2413.0,20.4,55.7,1.3205,12,05,2004,13,6
126.0,1894.0,17.4,67.0,1.325,12,05,2004,14,6
114.0,1797.0,17.1,64.0,1.2413,12,05,2004,15,6
116.0,1797.0,17.7,56.3,1.13,12,05,2004,17,6
107.0,1709.0,17.4,48.6,0.9559,12,05,2004,18,6
123.0,1767.0,17.6,43.7,0.8698,12,05,2004,19,6
112.0,1570.0,16.7,47.2,0.892,12,05,2004,20,6
101.0,1452.0,16.8,45.6,0.8636,12,05,2004,21,6
91.0,1425.0,16.1,52.0,0.946,12,05,2004,22,6
96.0,1455.0,16.2,50.2,0.9156,13,05,2004,00,3
47.0,1316.0,16.2,52.8,0.9626,13,05,2004,02,3
85.0,1459.0,15.9,55.3,0.991,13,05,2004,06,3
106.0,1652.0,16.2,55.6,1.0151,13,05,2004,07,3
136.0,1984.0,16.0,59.3,1.0711,13,05,2004,08,3
98.0,1626.0,19.5,45.5,1.0189,13,05,2004,15,3
123.0,1910.0,19.8,44.3,1.0104,13,05,2004,16,3
148.0,2092.0,20.3,43.1,1.0114,13,05,2004,17,3
148.0,2036.0,20.3,44.4,1.0457,13,05,2004,18,3
133.0,2076.0,19.8,47.9,1.092,13,05,2004,19,3
141.0,2102.0,19.1,52.3,1.1486,13,05,2004,20,3
131.0,1891.0,18.2,54.7,1.1336,13,05,2004,21,3
121.0,1733.0,17.8,55.0,1.1097,13,05,2004,22,3
123.0,1946.0,17.5,56.4,1.1175,13,05,2004,23,3
